,Alternative,Foreign Equity,Foreign Fixed Income,Global Equity,Multi-Class,US Equity,US Fixed Income,chosen_class
AAXJ,2.1260982765631558,8.744614049123722,0.0,4.381392659935126,2.1595739810297556,0.0,0.0,Foreign Equity
ACWX,2.5822329580724697,7.425006139656789,0.0,5.099518755437813,4.821978395938116,0.0,0.0,Foreign Equity
AIBDX,3.740141924365421,0.0,2.7717936313966067,0.0,0.0,0.0,3.6872285454357296,Alternative
AMJ,6.169183808270857,0.0,0.0,3.0349528262394747,1.529063382806908,3.2775738402388264,0.0,Alternative
AOA,2.1445188560999933,0.0,0.0,2.1319955848953156,4.287752338782585,9.522093971235218,0.0,US Equity
AOK,1.7102521457051862,0.0,0.0,1.721973087972274,3.556348359271077,7.413954819181488,0.0,US Equity
AOM,1.948280871851211,0.0,0.0,1.9198900514481323,1.897392477966045,10.917291738140669,0.0,US Equity
AOR,4.054077984214188,0.0,0.0,1.9823307961153716,0.0,11.731811264246367,0.0,US Equity
ARTGX,0.0,0.0,0.0,5.011549498733883,2.457804605785428,12.225906185432793,0.0,US Equity
BBH,1.5222253477551526,0.0,0.0,0.0,0.0,11.41060198849049,0.0,US Equity
BIL,1.0424838759098969,3.1314340970014634,0.0,1.0423027971625858,0.0,1.0365818002921043,2.1026112337301335,Foreign Equity
BKF,2.138714869824914,6.756592467583233,0.0,2.2687106924578955,4.303957491307585,2.1270908065489795,0.0,Foreign Equity
BND,0.0,0.0,1.683407807636471,0.0,0.0,0.0,12.458575758088328,US Fixed Income
BSJF,0.0,3.4725226276303514,1.154715970329765,1.2255112053646955,2.3331204897422015,0.0,1.1921715217527469,Foreign Equity
BWX,2.563531980477011,1.1965025645357028,2.9672002874115186,1.2842022884466666,0.0,0.0,2.4489916612714415,Foreign Fixed Income
BWZ,2.693979747767621,5.298196047132821,1.5445730009623428,1.3132417059842054,0.0,0.0,0.0,Foreign Equity
CEMB,1.0476755268664846,1.0508741876964556,4.276926170572746,0.0,0.0,0.0,2.103515330070396,Foreign Fixed Income
CVY,0.0,2.2358958127942214,0.0,0.0,2.205604179264388,14.206483467906544,0.0,US Equity
CWB,1.9574678937222103,0.0,0.0,0.0,3.862970337602653,10.0562590589513,0.0,US Equity
CWI,2.547034597044713,9.60458873708207,0.0,4.985406565142091,2.3827037173312164,0.0,0.0,Foreign Equity
DBA,4.766538881295679,0.0,0.0,3.743821700246598,0.0,2.522226427190367,0.0,Alternative
DBE,6.562633360604528,0.0,0.0,1.4914228857963323,0.0,6.086345113963717,0.0,Alternative
DBJP,1.22072829931373,1.2501253062604465,0.0,1.2052138716370246,3.653592682191234,2.3859416126500044,0.0,Multi-Class
DBO,6.256412636359433,0.0,0.0,1.5106085999531307,0.0,6.122758296753581,0.0,Alternative
DBV,3.534921211373848,5.15544061417766,0.0,4.957057533603114,0.0,0.0,0.0,Foreign Equity
DEM,2.2123308870026315,6.645075359915113,0.0,4.487300000550132,2.2318339702480485,2.196279489669933,0.0,Foreign Equity
DFJ,1.7540265989985193,1.7059301745914155,0.0,4.859216788730258,0.0,4.538907318794946,0.0,Global Equity
DGS,0.0,6.279542830870815,0.0,2.110930208253206,2.063677326466674,6.176548258027953,0.0,Foreign Equity
DIA,0.0,0.0,0.0,2.4083538593871254,0.0,17.58023704371095,0.0,US Equity
DLN,0.0,0.0,0.0,0.0,2.4966301500798265,18.051383337836,0.0,US Equity
DODWX,0.0,2.4717505273305074,0.0,5.093218386262135,2.499226934852338,9.945379692394575,0.0,US Equity
DOG,0.0,0.0,0.0,0.0,2.4907547989144883,17.76438044106553,0.0,US Equity
DVY,0.0,0.0,0.0,0.0,0.0,19.53669368134594,0.0,US Equity
DWX,0.0,11.169359224203085,0.0,4.43950166769421,0.0,2.211287555608248,0.0,Foreign Equity
DXJ,1.7739682399825405,1.6413399104114315,0.0,5.069483242966278,3.3473455119832485,1.621804659390621,0.0,Global Equity
EAAFX,2.145805020710056,0.0,0.0,4.282918480858065,6.556141570745162,4.1650439291404755,0.0,Multi-Class
EBND,3.0605588830873858,5.775720570356547,3.3230431995667096,0.0,0.0,0.0,0.0,Foreign Equity
ECON,2.0314183524886222,8.639664425368588,0.0,2.154661109039245,4.190985909898155,0.0,0.0,Foreign Equity
EDIV,0.0,8.720223581567934,0.0,4.187965675446163,4.137663639830613,0.0,0.0,Foreign Equity
EEM,2.266502561846022,4.491034697200089,0.0,4.473471012230856,4.355819863503885,2.1522558153605096,0.0,Foreign Equity
EEMV,0.0,7.530861695186329,0.0,3.7152363813125175,3.6941056342281295,0.0,0.0,Foreign Equity
EFA,2.65526583314162,9.63757133604906,0.0,5.018826596540589,2.3632998189033825,0.0,0.0,Foreign Equity
EFAV,2.1852272187126274,8.225096870745794,0.0,6.158319953946811,0.0,0.0,0.0,Foreign Equity
EFV,2.592335806051059,12.405822975785629,0.0,5.02761427222197,0.0,0.0,0.0,Foreign Equity
EIDO,0.0,7.910119841996093,0.0,1.513361409655877,3.021309357152664,0.0,0.0,Foreign Equity
ELD,3.4746924403358443,6.455698245801182,3.6163209473910163,0.0,0.0,0.0,0.0,Foreign Equity
EMCB,2.3423162591188813,0.0,3.6811695938897087,0.0,2.262467155008064,0.0,1.2159193711221559,Foreign Fixed Income
EPHE,0.0,7.540493618483965,0.0,1.4667231028741088,2.9076210123933786,0.0,0.0,Foreign Equity
EPI,0.0,9.927371235261193,0.0,1.823352950542471,3.5826985618211844,0.0,0.0,Foreign Equity
EPOL,2.028933659226457,10.119340878036008,0.0,4.018981704605684,0.0,0.0,0.0,Foreign Equity
EPU,0.0,4.609794518702618,0.0,3.1698322809667108,1.506551916321877,3.1047832672398443,0.0,Foreign Equity
ERUS,1.8061516873681824,6.288158193222467,0.0,3.684973657292845,3.6197471456385077,0.0,0.0,Foreign Equity
EUM,2.263395891408138,6.807652517545174,0.0,4.497359604578254,2.2044284831297953,2.2071593909034557,0.0,Foreign Equity
EWC,0.0,2.0696255573331936,0.0,4.341349328457637,0.0,10.36534600674368,0.0,US Equity
EWD,2.284461161501916,6.239285507433395,0.0,2.2617285056464227,4.077303423121714,2.0471844469876586,0.0,Foreign Equity
EWI,2.230305671461584,8.553921173571585,0.0,4.188048394761949,2.0643941572174187,0.0,0.0,Foreign Equity
EWJ,2.088605292296865,1.8815974654663865,0.0,5.687939980558771,3.686660909630323,1.7952056225663715,0.0,Global Equity
EWP,2.2042329597722268,8.449430628877803,0.0,4.114314354282605,2.0293765144501412,0.0,0.0,Foreign Equity
EWS,2.01019110154015,1.9153320954284843,0.0,2.0664550029307036,1.920376827223759,7.6155857564883345,0.0,US Equity
EWU,2.4160495852551356,4.490703152051129,0.0,4.599538782282606,0.0,6.604800155746084,0.0,US Equity
EWW,1.9999589895662986,2.0403948190708157,0.0,4.070996568984261,2.0037292167440093,5.894917297833129,0.0,US Equity
EWY,1.9640501233106467,0.0,0.0,2.0258410483217504,1.8792889294031758,9.288839647331384,0.0,US Equity
EWZ,1.9967863395204302,4.573726757094484,0.0,7.940104405222203,2.0361314476880845,0.0,0.0,Global Equity
EZA,2.0481798653626657,3.8628070268083037,0.0,5.9160708141847556,1.950662576286085,1.911844236737437,0.0,Global Equity
EZU,2.514877704317727,9.828328059774329,0.0,4.716265627251813,2.2738354005592485,0.0,0.0,Foreign Equity
FDL,0.0,0.0,0.0,0.0,0.0,18.18439858885171,0.0,US Equity
FDN,4.254534713454455,0.0,0.0,0.0,2.058724974787408,10.48538420869843,0.0,US Equity
FEM,0.0,10.217845794207204,0.0,2.050111271743695,4.056254595513149,0.0,0.0,Foreign Equity
FINUX,2.6189235525268106,0.0,3.276788335277653,0.0,0.0,0.0,5.027692868123734,US Fixed Income
FNMIX,1.3067792576812352,3.8759328679239347,5.226406765639285,0.0,0.0,0.0,0.0,Foreign Fixed Income
FRI,6.6532957792672445,0.0,0.0,0.0,1.835265918336974,7.755113111490105,0.0,US Equity
FVD,0.0,0.0,0.0,0.0,0.0,19.509102912928835,0.0,US Equity
FXD,2.1972446696891206,0.0,0.0,1.9132691720855788,1.8848465865042296,10.928263242567434,0.0,US Equity
FXE,2.9112917859828835,7.113800226083136,1.5504836163505407,0.0,0.0,0.0,0.0,Foreign Equity
FXG,5.1210733747066115,0.0,0.0,0.0,0.0,10.259307454073031,0.0,US Equity
FXH,1.8866722600979744,0.0,0.0,1.8025716850241718,0.0,12.197885357702988,0.0,US Equity
FXI,1.9207580434709541,10.1420884824969,0.0,2.029703940778404,1.8685211944154547,0.0,0.0,Foreign Equity
FXY,0.0,1.1903065050968675,1.2071179900325728,0.0,0.0,3.5700356912165216,3.8195823537011035,US Fixed Income
GAL,1.7260146296846248,1.707020376396601,0.0,3.506479936898519,5.335398411680329,1.7159562470151366,0.0,Multi-Class
GCC,8.959206703213438,0.0,0.0,1.5155740508197844,0.0,2.92040896902252,0.0,Alternative
GDXJ,6.067454831337058,0.0,0.0,3.749711456423994,0.0,2.6801733817204987,0.0,Alternative
GLD,8.168352371202616,0.0,0.0,3.0375330766449244,0.0,1.1161185514210918,0.0,Alternative
GLVAX,0.0,0.0,0.0,2.272294844150528,2.325338608057074,14.192656816497859,0.0,US Equity
GNR,0.0,2.2848499262423543,0.0,9.492853398588853,2.269814890433479,4.686753011292279,0.0,Global Equity
GWL,2.3323189355486047,6.718625094320808,0.0,4.564239232200059,0.0,4.466566591411706,0.0,Foreign Equity
GWX,2.3811734516904504,9.05273141361075,0.0,4.629354777519648,2.240831416322893,0.0,0.0,Foreign Equity
GXC,1.9764742942829265,10.698059249787601,0.0,2.0997800411619725,1.9701608281135845,0.0,0.0,Foreign Equity
GXG,1.4398471512775386,1.391848099327073,0.0,1.4754446317242855,1.3925812603767576,5.643804056884394,0.0,US Equity
HAO,0.0,9.861425307447282,0.0,1.9625942235817646,3.712372964545149,0.0,0.0,Foreign Equity
HEDJ,1.8944226828591337,5.588190331951142,0.0,3.7755527382237553,3.695906059891189,0.0,0.0,Foreign Equity
HYD,1.0864050735038908,0.0,0.0,0.0,1.0854667419852548,0.0,6.635567497234803,US Fixed Income
HYG,3.4581790353274844,0.0,0.0,0.0,1.6949387161097331,8.652507783975693,0.0,US Equity
IAU,8.162599067556402,0.0,0.0,3.0312622875548794,0.0,1.113495591981565,0.0,Alternative
IBB,3.531293553517316,0.0,0.0,0.0,0.0,11.510584490135395,0.0,US Equity
IDV,2.249403073390509,6.7073714822521815,0.0,2.259137994566379,0.0,6.753065030512095,0.0,US Equity
IDX,0.0,8.256776689657526,0.0,1.620255953818258,3.2253846589459103,0.0,0.0,Foreign Equity
IEFA,2.6266626787369503,9.382001827131367,0.0,4.79019542330913,2.294755543938227,0.0,0.0,Foreign Equity
IEI,0.0,0.0,1.8153463524074023,0.0,0.0,0.0,13.233088384611994,US Fixed Income
IEMG,0.0,10.204138193720656,0.0,3.9008332169367,1.8921255562890087,0.0,0.0,Foreign Equity
IEO,0.0,0.0,0.0,2.3730789208860696,0.0,16.08293710491949,0.0,US Equity
IFGL,2.1061669987682574,4.15024000743821,0.0,4.323838393021381,2.088769758838711,4.132059441344979,0.0,Global Equity
IGN,6.125558883261752,0.0,0.0,2.005560504262262,1.9754981485166214,6.0443177550438545,0.0,Alternative
IJH,0.0,0.0,0.0,2.38142782227797,2.388741563614564,15.015465890072772,0.0,US Equity
IJJ,2.377856382528216,0.0,0.0,0.0,0.0,17.44417535831964,0.0,US Equity
IJK,2.364017008815049,0.0,0.0,2.337846431033188,0.0,14.657128779644612,0.0,US Equity
IJR,2.497275857353961,0.0,0.0,0.0,0.0,16.531274240878258,0.0,US Equity
IJS,2.4871595190954943,0.0,0.0,0.0,0.0,16.524920640957923,0.0,US Equity
IJT,2.4930197119871242,0.0,0.0,0.0,2.234586376991253,14.167604388565941,0.0,US Equity
INDY,0.0,11.253973387022654,0.0,1.6979034931530101,1.6828749224226958,0.0,0.0,Foreign Equity
INKM,0.0,1.8840633150909798,0.0,5.735846635840621,7.686444491120095,0.0,0.0,Multi-Class
ITM,0.0,0.0,1.0514674600440637,0.0,1.0738673427742582,0.0,6.752362527379854,US Fixed Income
ITOT,0.0,0.0,0.0,0.0,2.5336237160118626,18.261732295328976,0.0,US Equity
IVE,0.0,0.0,0.0,0.0,0.0,20.74348873934835,0.0,US Equity
IVV,0.0,0.0,0.0,0.0,2.5275045119247372,18.380964964225015,0.0,US Equity
IVW,0.0,0.0,0.0,2.470409156337513,2.4004970770012934,15.459024152439671,0.0,US Equity
IWB,0.0,0.0,0.0,2.511903509455854,2.5084473005043804,15.880434691166421,0.0,US Equity
IWF,2.41915799446573,0.0,0.0,2.4449261367052815,0.0,15.374148414471485,0.0,US Equity
IWM,2.471520907542287,0.0,0.0,0.0,0.0,16.63092370780023,0.0,US Equity
IWN,2.444722014991344,0.0,0.0,0.0,0.0,16.58287361874848,0.0,US Equity
IWO,4.665700656918493,0.0,0.0,0.0,0.0,14.041605605144138,0.0,US Equity
IWP,0.0,0.0,0.0,2.3752172165495535,2.315770804471075,14.985660262191926,0.0,US Equity
IWR,0.0,0.0,0.0,2.4504648780164966,2.4052350165241045,15.501984121964748,0.0,US Equity
IWS,0.0,0.0,0.0,0.0,0.0,20.37980855786806,0.0,US Equity
IWV,0.0,0.0,0.0,0.0,2.5088977791163884,18.386010093374534,0.0,US Equity
IYE,0.0,0.0,0.0,2.3328734877327904,0.0,16.172462698340617,0.0,US Equity
IYF,0.0,0.0,0.0,0.0,0.0,18.95358015481876,0.0,US Equity
IYJ,0.0,0.0,0.0,2.369085632211652,0.0,17.368167331913334,0.0,US Equity
IYR,7.9494579160373,0.0,0.0,0.0,0.0,10.301243477892593,0.0,US Equity
IYT,2.0723227904694226,0.0,0.0,0.0,0.0,14.865776296299648,0.0,US Equity
IYW,2.531615174768781,0.0,0.0,2.1853733339588124,0.0,13.34144845243138,0.0,US Equity
JGBIX,0.0,0.0,2.7523533350782765,0.0,0.0,0.0,7.394572078631919,US Fixed Income
JNK,3.342096742159158,0.0,0.0,0.0,1.6466208528336876,6.757402224015073,1.6285194115682156,US Equity
KBE,0.0,0.0,0.0,0.0,0.0,17.116845869502484,0.0,US Equity
KBWB,0.0,0.0,0.0,0.0,0.0,16.676194866394663,0.0,US Equity
KIE,0.0,0.0,0.0,0.0,0.0,18.000342418748247,0.0,US Equity
KOL,0.0,2.0316575519614872,0.0,4.0617618423563915,0.0,10.435622030260918,0.0,US Equity
LQD,0.0,0.0,1.278544418762685,0.0,0.0,0.0,10.492650889913515,US Fixed Income
MALOX,2.425475134826557,0.0,0.0,2.513284360366063,6.947140337788489,7.200191267334368,0.0,US Equity
MBB,0.0,0.0,1.5161210585654545,0.0,0.0,0.0,10.709328676226333,US Fixed Income
MCHI,0.0,9.339139954446171,0.0,1.689966196407159,3.3502672877653263,0.0,0.0,Foreign Equity
MDY,0.0,0.0,0.0,2.3524590732688853,2.3457065628741787,14.915744554127638,0.0,US Equity
MLPN,5.917683736225898,0.0,0.0,2.896598390608379,1.4909625683127448,3.1707165128581045,0.0,Alternative
MUB,0.0,0.0,1.0924184212560244,0.0,1.1322848680733921,0.0,7.220210502252168,US Fixed Income
NKY,1.8242573707247223,3.4901235630176357,0.0,3.3996935017151166,4.982175194827876,0.0,0.0,Multi-Class
OEF,0.0,0.0,0.0,2.4456902281051294,0.0,18.062884712573048,0.0,US Equity
OIBIX,1.4315274752260054,2.5958762295787294,4.57501283589379,1.3208520914300412,1.3131379757325685,0.0,0.0,Foreign Fixed Income
OIH,0.0,0.0,0.0,4.07564862060943,0.0,13.681928673053642,0.0,US Equity
OIL,6.294408447893667,0.0,0.0,1.5253271333708827,0.0,6.197829579725242,0.0,Alternative
PACEX,1.1753587031920871,0.0,6.109242735396944,0.0,0.0,0.0,2.4178732724056906,Foreign Fixed Income
PALL,7.0014084581941525,1.3505593148304924,0.0,1.3533389291680995,0.0,1.3925621079204886,0.0,Alternative
PBJ,0.0,0.0,0.0,0.0,0.0,16.778444080899455,0.0,US Equity
PBS,2.1367629132168484,0.0,0.0,2.102399471910224,2.137904051053167,11.281697806904631,0.0,US Equity
PBW,0.0,0.0,0.0,1.9844300814474194,3.92097146685448,9.803236020683926,0.0,US Equity
PCY,2.421668101374295,0.0,2.5597876483865623,0.0,2.385378144705438,0.0,2.445756563893675,Foreign Fixed Income
PDP,0.0,0.0,0.0,2.284184309337809,4.6800851771817396,11.910310319859043,0.0,US Equity
PEY,0.0,0.0,0.0,0.0,0.0,18.057767034429276,0.0,US Equity
PFF,5.52736588034414,1.53110561641806,0.0,0.0,1.4868626263639337,1.4790785954277015,2.9863199344577227,Alternative
PFUIX,0.0,0.0,3.753198867333471,0.0,0.0,0.0,5.931226834151727,US Fixed Income
PGVFX,2.0978940362415575,2.0939856763724904,0.0,4.275121511354603,2.0189351958566535,6.409262870709663,0.0,US Equity
PGX,6.721506403209709,1.3941915716617983,0.0,0.0,1.4281462888404817,0.0,2.857014962890082,Alternative
PHB,3.1572721021742542,0.0,0.0,0.0,1.4808876641578084,5.904559586849759,1.5299699661953627,US Equity
PHO,2.213967813751246,0.0,0.0,2.262093709258606,2.2547537885394795,11.686527477442155,0.0,US Equity
PIBAX,0.0,0.0,0.0,2.3232297143295386,4.780319312440756,11.810271291674802,0.0,US Equity
PIE,0.0,4.033739006697742,0.0,2.021800902803246,3.984785726306403,6.076101065711569,0.0,US Equity
PIN,1.787605605721439,9.742780992015433,0.0,1.8293843772463054,1.792681280773975,0.0,0.0,Foreign Equity
PIZ,2.1972509025100178,2.2166444968127452,0.0,4.414934312812113,2.189332949370538,6.647337075898235,0.0,US Equity
PKW,0.0,0.0,0.0,0.0,2.244030391122188,16.379604712103202,0.0,US Equity
PRF,0.0,0.0,0.0,0.0,0.0,20.80748649760768,0.0,US Equity
PSP,0.0,0.0,0.0,0.0,0.0,17.692989900672238,0.0,US Equity
PXH,2.1604999273895986,6.46239642484097,0.0,4.380706391355391,2.154128294308287,2.117208376869006,0.0,Foreign Equity
PZA,0.0,0.0,0.0,0.0,1.0673397436164929,0.0,7.993140112217102,US Fixed Income
QQQ,2.6343659520207257,0.0,0.0,2.216371019621778,2.209549744829223,11.618648194086296,0.0,US Equity
REM,5.296375060293988,0.0,0.0,1.7068914122497187,0.0,7.064182150215668,0.0,US Equity
RJA,6.200820228902445,0.0,0.0,0.0,0.0,5.038669516307935,0.0,Alternative
RJI,8.47489931921769,0.0,0.0,1.5791787307980294,0.0,4.837656781166235,0.0,Alternative
RLY,0.0,1.8900141038880944,0.0,5.93692893774961,5.528859335110033,1.909968750062944,0.0,Global Equity
RSMIX,1.2480783973955132,0.0,5.170345557087841,1.232278141057159,1.2360229966719416,0.0,1.2974909375812402,Foreign Fixed Income
RSP,0.0,0.0,0.0,0.0,2.4992615088986283,18.290167029451087,0.0,US Equity
RWM,2.481102414679063,0.0,0.0,0.0,2.3562408268706987,14.417888289448257,0.0,US Equity
RWO,6.5735067253613035,0.0,0.0,0.0,0.0,10.744516896429818,0.0,US Equity
RWR,7.984652356636454,0.0,0.0,0.0,0.0,10.118827224917831,0.0,US Equity
RWX,2.1260311673974157,4.212762391539114,0.0,4.296241385285309,0.0,6.364420700240803,0.0,US Equity
SCHA,2.5814890576036915,0.0,0.0,0.0,2.434152761701497,14.869719239662064,0.0,US Equity
SCHD,0.0,0.0,0.0,0.0,0.0,20.047487978915925,0.0,US Equity
SCHE,2.190316610635591,9.330185178401765,0.0,2.3156331090676656,4.482693164099317,0.0,0.0,Foreign Equity
SCHF,2.6528216451548112,12.485851400348846,0.0,5.0823247573238,0.0,0.0,0.0,Foreign Equity
SCHG,2.516436890535891,0.0,0.0,0.0,2.538833554053726,15.58422964117494,0.0,US Equity
SCHM,0.0,0.0,0.0,0.0,2.522246002065873,17.813650943184363,0.0,US Equity
SCHV,0.0,0.0,0.0,0.0,0.0,20.92354937253993,0.0,US Equity
SDIV,2.3052687033022745,4.6152132708638245,0.0,4.697667679502942,4.632410965790427,2.29527425897347,0.0,Global Equity
SDOG,0.0,0.0,0.0,0.0,0.0,18.890348879341385,0.0,US Equity
SDY,0.0,0.0,0.0,0.0,0.0,19.65550249471372,0.0,US Equity
SGOL,9.35940400139462,0.0,0.0,3.0325882106066975,0.0,0.0,0.0,Alternative
SH,0.0,0.0,0.0,0.0,5.108565320889874,15.946007035144296,0.0,US Equity
SHM,0.0,0.0,0.0,0.0,1.0257049721436577,0.0,7.424396048649653,US Fixed Income
SIL,6.271207875270832,0.0,0.0,3.826411823284694,0.0,2.9607177239293567,0.0,Alternative
SJNK,0.0,1.4265557777398536,0.0,2.884866271966274,5.769101555308847,0.0,1.568510950014878,Multi-Class
SLV,8.599584730312687,0.0,0.0,3.081578944119859,0.0,1.2355417893616445,0.0,Alternative
SOXX,4.087757185256262,0.0,0.0,1.9049447086830742,0.0,10.482746087192748,0.0,US Equity
SPHB,0.0,0.0,0.0,0.0,2.3970444885703226,16.869164574150787,0.0,US Equity
SPY,0.0,0.0,0.0,2.5138741655221986,2.4853062254830607,15.785238955726472,0.0,US Equity
SVXY,2.1278636327600506,0.0,0.0,1.8644758243475335,0.0,11.53373940759225,0.0,US Equity
TAN,0.0,1.6641792461719929,0.0,3.3300081455533936,3.4201571621033415,5.097176746594712,0.0,US Equity
TBF,0.0,0.0,1.6972635062363737,0.0,0.0,0.0,13.152172282050286,US Fixed Income
TFI,0.0,0.0,1.0450608307105758,0.0,1.077963369727072,0.0,7.004114605426293,US Fixed Income
THD,1.675562903269176,5.03685489555531,0.0,1.7081706240294805,3.3606941934054557,1.6638200955706965,0.0,Foreign Equity
THOIX,0.0,0.0,0.0,4.533831038139443,4.523322373453464,9.083352294220644,0.0,US Equity
TIP,0.0,0.0,1.6363690794200056,0.0,0.0,0.0,12.065686470332835,US Fixed Income
TLT,0.0,0.0,1.5952606743555535,0.0,0.0,0.0,12.326004644592942,US Fixed Income
TMAFX,0.0,0.0,0.0,2.544780380188887,2.5919580064902332,15.606781423828636,0.0,US Equity
TUR,0.0,3.5935509633905323,0.0,3.6716222525456526,3.6070160476877224,3.5927503899360387,0.0,Global Equity
TZD,2.3769559659136394,0.0,0.0,0.0,2.400867316564962,3.5607024859144727,1.1694967454245704,US Equity
TZE,1.3147582053081002,0.0,0.0,1.294544685299628,2.7476629972074122,5.445012837535538,0.0,US Equity
TZO,1.410036284358456,0.0,0.0,1.4738177329837625,2.87376725449637,5.701168313768183,0.0,US Equity
TZV,1.5427719670694915,0.0,0.0,1.493573841023939,1.5261608498389632,8.00032751727339,0.0,US Equity
UNG,3.4575066079398136,0.0,0.0,1.0512154591283172,0.0,4.2972204947194115,0.0,US Equity
USMV,0.0,0.0,0.0,0.0,0.0,16.977236921387767,0.0,US Equity
USO,6.271497580524466,0.0,0.0,1.5270446763259984,0.0,6.172852498327472,0.0,Alternative
UUP,2.864114324150881,3.9656556961521767,2.8757529341389896,1.3713048761767814,0.0,0.0,0.0,Foreign Equity
VB,2.475480160223252,0.0,0.0,0.0,2.3892770198468396,14.795055933437345,0.0,US Equity
VBK,2.451271768183212,0.0,0.0,0.0,2.3626561620169073,14.454015447785203,0.0,US Equity
VBR,2.454712329170478,0.0,0.0,0.0,0.0,17.195173783932802,0.0,US Equity
VEA,2.5877643263497325,12.463546469894377,0.0,5.06726469546385,0.0,0.0,0.0,Foreign Equity
VEU,2.5521684027966396,9.748158488186291,0.0,5.083943596470699,2.4067943093907362,0.0,0.0,Foreign Equity
VGK,2.5535218841275897,12.71979491763463,0.0,4.99387755846999,0.0,0.0,0.0,Foreign Equity
VGT,2.5422722566327445,0.0,0.0,2.2351320270253865,2.184854330008193,11.521104312661702,0.0,US Equity
VHT,0.0,0.0,0.0,0.0,0.0,17.7576131355686,0.0,US Equity
VIIX,1.9742208873692757,0.0,0.0,1.8697611996677854,0.0,11.439076020263263,0.0,US Equity
VIXY,1.9803234680255009,0.0,0.0,1.927659214258843,0.0,11.77832941568406,0.0,US Equity
VNM,1.3012891886648355,2.6009577222508455,0.0,2.617916438209822,2.6223297261982452,1.2975739089190403,0.0,Multi-Class
VNQI,2.284999632593291,8.874238330408618,0.0,4.44795349660626,2.1886196104749227,0.0,0.0,Foreign Equity
VO,0.0,0.0,0.0,2.4566760493840727,2.4971764933338174,15.461546531957124,0.0,US Equity
VPL,2.385318746665965,4.391524674154448,0.0,6.64083402321182,4.283989635260616,0.0,0.0,Global Equity
VPU,0.0,0.0,0.0,3.840094334181419,0.0,11.55528424517921,0.0,US Equity
VT,2.4179214268777725,0.0,0.0,4.97284005895543,2.430882185432601,10.049024594476563,0.0,US Equity
VTI,0.0,0.0,0.0,0.0,2.523338851497532,18.479849160639375,0.0,US Equity
VTV,0.0,0.0,0.0,0.0,0.0,20.831489681045642,0.0,US Equity
VUG,0.0,0.0,0.0,2.4592087630619197,4.938121353838789,12.959525292638874,0.0,US Equity
VWO,2.25296516609418,4.564944564894478,0.0,4.499671817769348,4.383981340538237,2.1575122393806963,0.0,Foreign Equity
VXF,2.450269463961616,0.0,0.0,0.0,2.3710776260305253,14.947523453933247,0.0,US Equity
VXUS,2.617094642357434,9.910665157389209,0.0,7.51704427268678,0.0,0.0,0.0,Foreign Equity
VXX,1.9577510653590866,0.0,0.0,1.8655582434989841,3.7927112523220874,7.929915631144185,0.0,US Equity
VXZ,2.1079313955011076,0.0,0.0,1.82057610383318,3.6581957151656677,7.613050091031734,0.0,US Equity
WASAX,1.9137321041282565,1.9243890692053576,0.0,2.011085929770458,3.7029701429872386,6.47919019411197,0.0,US Equity
XIV,1.9692253827303692,0.0,0.0,1.9180289610649288,1.9077165902575048,9.816201887644288,0.0,US Equity
XLB,0.0,0.0,0.0,2.2254147855897353,2.127804655248599,13.61081090580051,0.0,US Equity
XLE,0.0,0.0,0.0,2.3870158012911826,0.0,16.239700493292585,0.0,US Equity
XLF,0.0,0.0,0.0,0.0,0.0,18.482989704399856,0.0,US Equity
XLI,0.0,0.0,0.0,2.2696501613074167,2.214972661966966,14.468195562188345,0.0,US Equity
XLK,2.4390594269839267,0.0,0.0,2.214220761359062,0.0,13.678636706124085,0.0,US Equity
XLP,0.0,0.0,0.0,0.0,0.0,16.97641726441669,0.0,US Equity
XLU,0.0,0.0,0.0,3.6578653057014856,0.0,10.984756426381649,0.0,US Equity
XLV,0.0,0.0,0.0,0.0,0.0,16.85830354970833,0.0,US Equity
XLY,2.1319941820060855,0.0,0.0,0.0,0.0,16.28299824336712,0.0,US Equity
XME,0.0,1.984287557192561,0.0,4.096548708731888,0.0,10.783268379406806,0.0,US Equity
XOP,0.0,0.0,0.0,2.3099173972698526,0.0,15.76981556299343,0.0,US Equity
XRT,4.045716072569432,0.0,0.0,0.0,0.0,12.274148227918143,0.0,US Equity
YMLP,4.582009593187883,0.0,0.0,0.0,1.490872166542835,5.660250639505811,0.0,US Equity
